Date,weighted_open,weighted_high,weighted_low,weighted_close
2019-06-06,24.780869767775314,24.998857093624387,23.283545357902373,24.344968749819998
2019-06-05,24.03246979061905,25.19626563411954,24.02292979737699,24.72312805144297
2019-06-04,25.39207894505852,25.410994726571374,23.577560362043513,23.993505194814308
2019-06-03,27.560512776262456,27.60783320615817,25.364648117339925,25.449951358684395
2019-06-02,26.89347762878896,27.784400631172712,26.855529400962183,27.623249238030198
2019-06-01,26.91498262166667,27.828978583190985,26.810237588525755,27.019704109821884
2019-05-31,26.44153292647469,27.069893487817673,25.841914565946666,26.860360267029115
2019-05-30,27.02554714831796,30.034606106934007,26.092270392461753,26.454133345115938
2019-05-29,26.828211865675225,27.207992596564946,26.002131961300133,26.91353023363788
2019-05-28,27.616422594327904,27.616603628887397,26.33594963427296,26.618578697775696
2019-05-27,27.046126066954432,28.33217745063629,26.582601378676635,27.71734171325236
2019-05-26,26.50094224163055,26.924919263402174,25.710143456964015,26.924858314034495
2019-05-25,26.51072164715203,27.17705582955543,26.396482633974617,26.805789908506163
2019-05-24,26.24621175093525,27.4638213472491,25.865655397463822,26.49350117349206
2019-05-23,26.863732775621447,26.863869803710166,24.48813895091188,26.208208976841306
2019-05-22,28.164535628853805,28.355140821880443,26.782794317834142,26.878082502483803
2019-05-21,27.75260483149416,28.318377354214434,27.271522190854494,27.903368573087203
2019-05-20,28.519035355964444,28.528619293304434,26.542969885203384,27.719435039776037
2019-05-19,27.3382115753221,30.350549104734075,27.290781207370724,28.664491273503888
2019-05-18,27.114849654165777,27.81619570846929,26.934698618609033,27.399089907572193
2019-05-17,29.240450123434613,29.25950781030328,25.663419599073087,27.073545018111712
2019-05-16,31.69383142085708,33.29185835587685,29.058944875516215,29.363464321947845
2019-05-15,27.113977778842546,32.17782667475043,27.113939089734753,31.75964631221108
2019-05-14,27.414092813153307,38.09100420700828,25.219472271847227,27.25182996101171
2019-05-13,25.53550551572908,27.957342305745776,25.287352014191576,27.34689552361661
2019-05-12,27.656185723073985,28.14913172891078,25.10677095584134,25.381757642139362
2019-05-11,24.410493787734893,28.934313439527916,24.010461937270744,27.820038830885192
2019-05-10,24.320642742799937,24.87091226906494,24.235184690490502,24.32066274742378
2019-05-09,24.22284567394149,24.725808421693934,24.042429159636455,24.393738195027705
2019-05-08,24.228704215842075,24.45697346435859,23.7535942115593,24.25740296518318
2019-05-07,24.71303088264125,25.732875253895575,24.312687715740417,24.31273516437466
2019-05-06,25.067682917600102,25.16299344954516,23.742713863426737,24.68628508287544
2019-05-05,24.991827838935198,25.2678284682673,24.14549076354528,24.94443421065045
2019-05-04,25.021551860776075,25.583952760802152,24.315953322818434,25.021405986354797
2019-05-03,23.58425585422016,25.323758447263266,23.43163397864394,24.952868839694318
2019-05-02,22.950894999798702,23.54714382354124,22.922333070861672,23.424157825384295
2019-05-01,22.4064486251571,23.089446967142365,22.377711377580777,23.089164445884098
2019-04-30,21.840878628786903,22.511021752771022,21.510559765835595,22.293932950795288
2019-04-29,22.910750026842262,23.071559438409793,21.68156840968678,21.870707018227904
2019-04-28,21.991334399133557,23.176186171392533,21.934220346245617,22.901290744752302
2019-04-27,21.70736241342049,22.14291026920099,21.51803464406159,21.934609552001362
2019-04-26,21.828869320042237,22.595973799007684,21.34585594826952,21.696295027932557
2019-04-25,23.815601758496317,23.91956662819095,21.480951851918082,21.783371502050827
2019-04-24,23.6645302184763,24.559691001817743,22.59147974293177,23.73138532429831
2019-04-23,24.39851477955924,25.09262400282332,23.827974469390703,23.942132721353783
2019-04-22,24.226674392357577,24.550410336797405,23.988335977630257,24.445304223518818
2019-04-21,24.224718313354394,24.518523701744343,23.62788221519001,24.149005042580846
2019-04-20,23.746624128697434,24.248460075025438,23.66137732490058,24.17265320001983
2019-04-19,23.71206099177947,24.195204042703033,23.475492804601743,23.684145251804125
2019-04-18,23.567747562151503,24.04312593334794,23.03533238123581,23.824401635695967
2019-04-17,23.39327983319279,23.650206095899204,23.08883764132539,23.593090759603637
2019-04-16,22.95969966994069,23.463417924998026,22.170984936752344,23.38739551118704
2019-04-15,24.044984163611527,24.407011194068946,22.739906461357897,22.9780777347031
2019-04-14,23.299031616228465,24.463095166407633,23.24177292360235,24.08143742261285
2019-04-13,22.991194765222275,23.58561690006747,22.914480927772217,23.4130444695615
2019-04-12,22.973931692042598,23.242280907845718,22.20716593189622,23.04098920572085
2019-04-11,24.566283931450926,24.575895297916563,21.635625245890736,22.966875382666345
2019-04-10,24.31305506441301,24.802034220705135,23.967803668365498,24.600552774363173
2019-04-09,24.75832879238855,24.77739690252346,24.100773392995922,24.215126817685153
2019-04-08,24.58303052304148,25.535646170670187,24.15442732378529,24.74497435289014
2019-04-07,23.83798872574136,24.8193958638758,23.78080381605945,24.552628594266427
2019-04-06,24.357450529971402,25.110542805967473,23.642306366027526,23.871126561694958
2019-04-05,22.297605666093737,24.32389910638384,22.22147188334651,24.26679883858206
2019-04-04,22.74615434204215,23.079160960674624,21.861782024415987,22.27068372387174
2019-04-03,22.01159855542876,23.98750144788259,21.982834067720162,22.70482118854786
2019-04-02,18.886801512932948,21.935620899078728,18.85846217470047,21.860062276766836
2019-04-01,19.169908499795785,19.406584474557306,18.84835294863551,18.924181233794286
2019-03-31,18.431839932611354,19.305891816134665,18.37463957165756,19.248791123647784
2019-03-30,18.527932921460422,19.530967093020834,18.139780492411102,18.35743654676848
2019-03-29,18.60019873528771,18.65684049453513,18.213476249899593,18.52477240608601
2019-03-28,18.454685030679684,18.653292672385174,18.29419437873434,18.643586098960245
2019-03-27,17.718773418858586,18.541395604943606,17.680772834333645,18.48442299502466
2019-03-26,18.010725607210563,18.199586125519858,17.31405030418355,17.653071192440642
2019-03-25,17.67600662480481,18.23150435292594,17.628789065953306,18.00525264731542
2019-03-24,17.78046229716297,17.780621861301817,17.536682585814905,17.630477787109125
2019-03-23,17.67037508412029,17.960844634534254,17.50173448347953,17.745383841964948
2019-03-22,17.557214375298713,17.772551019375218,17.173319716525278,17.678557330942436
2019-03-21,18.055092052970892,18.139457229176784,17.34271604216173,17.61454058927185
2019-03-20,18.067365668746103,18.151910054529246,17.654604880529273,18.048557415043913
2019-03-19,18.248351083006497,18.304646347447807,17.939210381703493,17.99548027099026
2019-03-18,18.464340955087714,18.661093943293835,17.874947117599824,18.22117470379118
2019-03-17,18.159201868126207,18.52353732555717,17.953605366392367,18.411337393736325
2019-03-16,18.499833999175923,18.64985612089665,18.01277637129495,18.218961956532794
2019-03-15,18.340570513596823,18.7935770952973,18.000923111614405,18.680188830808255
2019-03-14,17.45065822453327,20.974096321099037,17.26215212354862,18.286378041144854
2019-03-13,17.548615853519976,18.308663140372406,16.872314520193818,17.445453512012794
2019-03-12,15.969467696524923,22.304113340191208,15.68583265178926,17.672059931536246
2019-03-11,16.098765960844396,16.251427829277077,15.462499340073522,16.003815439637084
2019-03-10,15.824948303569489,16.1004300285827,15.748917421156928,16.081326165826713
2019-03-09,15.33738192878028,15.866902208012702,15.299563362459923,15.743976803287525
2019-03-08,15.497358529946133,15.686495418427803,15.250747309270235,15.345299436360387
2019-03-07,15.675091533879502,15.872660731083784,15.069033897562315,15.275897605714599
2019-03-06,16.079683385433615,16.09912202852451,15.85214881999072,15.89969117491992
2019-03-05,15.440392770169533,16.20444467760137,15.296386303708697,16.194142587023734
2019-03-04,15.726721394563052,15.75509780351964,15.03635503608852,15.2630218207168
2019-03-03,15.875894649500411,15.96124871670084,15.539067883363776,15.587094808333015
2019-03-02,15.701762253709669,16.098733508345035,15.701661477937876,16.07975258645325
2019-03-01,15.75584486246001,15.96339565272821,15.652001824699289,15.699193111564446
2019-02-28,15.752797119244002,15.96974759301409,15.677223518670848,15.75267974251249
2019-02-27,15.874668485408355,15.978727784646226,15.403364600692665,15.752195759547504
2019-02-26,15.484394765519559,16.106651777841243,15.399030710964912,15.880091345263788
2019-02-25,15.085392118848663,15.525209682153548,15.057281662468878,15.403556916429416
2019-02-24,16.83164638749984,17.24443903719228,15.095570407065352,15.179992042442667
2019-02-23,16.203515911283585,16.830877772474615,16.109944497793226,16.76537335273355
2019-02-22,15.746078005527332,16.310155933218322,15.745422745600038,16.3000053822673
2019-02-21,16.31291299935423,16.34110734632964,15.589555884337441,15.749637115435199
2019-02-20,16.47427853219393,16.568155048554196,16.08927089182533,16.201988205604575
2019-02-19,17.088713167787585,17.08882459555978,16.132892902302675,16.442535124792748
2019-02-18,16.02723477626579,16.86310760842827,15.839549803694823,16.71286926929897
2019-02-17,15.726577593686825,16.113054557304558,15.594054450296568,16.056093085411035
2019-02-16,15.69562221319165,15.873982213474186,15.60134516216441,15.686269055765184
2019-02-15,15.675312624146681,15.806808376358303,15.618499194406475,15.694073678730724
2019-02-14,15.734489403858445,15.810060773567688,15.612471834867604,15.659848355166991
2019-02-13,15.849670344745256,16.047685448965336,15.679822184849206,15.802316450617235
2019-02-12,15.71021751999254,15.888990364855209,15.55012797509112,15.813587097228693
2019-02-11,16.038645215526415,16.038645215526415,15.606491172797675,15.681656241080406
2019-02-10,15.613148042178441,16.05481894344104,15.41559231221398,16.054641562385264
2019-02-09,15.501052781946093,15.68879282068378,15.36957818172996,15.538708284258357
2019-02-08,14.241143722829793,15.750521186419785,14.194001546788977,15.543911957755505
2019-02-07,13.981154019599929,14.50437658948449,13.94379976479112,14.186901113337434
2019-02-06,14.923390324476786,14.923390324476786,13.903406520423554,13.996950580130287
2019-02-05,14.713171244122536,15.003316253635314,14.713011899930837,14.881749200828738
2019-02-04,14.997852224176233,15.063435568704332,14.697954759543252,14.782459630351902
2019-02-03,14.915638802731658,15.150386157411953,14.653197892307185,14.953439089213902
2019-02-02,14.853438677135866,14.966088642430973,14.75005167866728,14.863024641078567
2019-02-01,14.785553765019573,15.104463756346167,14.579165360837727,14.907468830116184
2019-01-31,15.302905271210287,15.415437267282051,14.702693309164841,14.787112589549192
2019-01-30,15.094988188217231,15.395387252808845,14.888487322681693,15.329646778292181
2019-01-29,15.484159618275733,15.503182405623987,14.726443112231593,15.091589174781571
2019-01-28,16.02913499680595,16.076083173434466,14.71467289418506,15.522059900936855
2019-01-27,16.148844829114164,16.374125705274576,15.79178259886813,16.026450445382988
2019-01-26,16.017381929689343,16.20475486447831,15.81136188184513,16.120433563778306
2019-01-25,16.367783100684548,16.50835231572586,15.861922128999865,16.01191938306242
2019-01-24,16.221524275716607,16.38118586946682,15.939905178993559,16.343559951191413
2019-01-23,16.19887856923706,16.386497966640974,15.973759340342687,16.208277289356918
2019-01-22,16.027723356195803,16.45961592199072,15.595830709182554,16.215518357014165
2019-01-21,15.633428042895083,16.02798356464203,15.529987880538908,16.027848629246368
2019-01-20,16.365300548216506,16.448926306929817,15.381333791154747,15.446479559968305
2019-01-19,16.056353587230586,16.55883792851516,15.842305702642967,16.419234798736962
2019-01-18,16.097094131564457,16.106495249530937,15.660865256199854,15.985747655593869
2019-01-17,15.806049287240365,16.150297798274135,15.517797789120442,16.13167938860189
2019-01-16,15.338444857388778,15.850538633038486,15.217244568265942,15.813132534167398
2019-01-15,15.452325357822648,15.610508615715604,15.248027752853984,15.331905649211182
2019-01-14,15.271783749602019,15.722565363185916,14.596033178915292,15.628473965410185
2019-01-13,16.431026835377754,16.4313811498006,15.239560112944828,15.267788117255192
2019-01-12,16.083229696420187,16.573583288367207,15.61175223340506,16.50717072445265
2019-01-11,15.466472320429238,16.490427573677668,15.419225883821222,16.02986128510101
2019-01-10,17.803609389130735,18.094022862043328,15.201628772672121,15.43586571649712
2019-01-09,17.292731414087097,17.99748897835967,17.254934852202283,17.856332100415294
2019-01-08,17.918855126107758,18.050273933755665,17.186913224234523,17.252910719024307
2019-01-07,18.447067346220194,18.513270382723547,17.66760693984365,17.912189256518655
2019-01-06,17.45115626004644,18.66905257841933,17.36621148258779,18.527127467761982
2019-01-05,17.504628441546632,17.91118290279478,17.306148242011147,17.47625273185612
2019-01-04,17.208476633073055,17.538677485565664,16.81247262773667,17.500737391509077
2019-01-03,17.347273206566413,17.874919695903458,17.017193295137954,17.186777519790777
2019-01-02,16.473934103914193,17.348163161405125,16.35173133474486,17.310558304735164
2019-01-01,15.630750436706007,16.524021809141065,15.517577840760511,16.42030906530897
2018-12-31,17.503941173703048,17.813604752463295,15.526131538517891,15.54522079730968
2018-12-30,17.23753550188333,18.334820528621087,17.00081837038627,17.672408259633468
2018-12-29,18.80730420561014,19.570811362633396,17.148329181707457,17.167265037379472
2018-12-28,15.488119034052083,20.381719285907927,15.298811586411055,18.876792645960474
2018-12-27,16.90882053442042,16.97462002972803,15.358111913980153,15.358132582029658
2018-12-26,16.918575018225546,17.247464979076707,16.420592034309514,16.93747033499866
2018-12-25,18.45912039945644,18.496516627276197,16.085375462418735,16.795603415239942
2018-12-24,18.017598493519493,20.021834876077396,18.017598493519493,18.45803801925808
2018-12-23,17.79519057763683,18.437409491996387,17.700580671073503,18.17277874905806
2018-12-22,17.074019868190938,17.742844459564502,16.904483161288262,17.686127464788186
2018-12-21,18.514963253768737,18.778151229191312,16.955000056317157,17.030269553643922
2018-12-20,17.2482348737444,18.777181695035875,16.57841054770962,18.62600899865105
2018-12-19,17.421947144197876,17.91222831447254,17.02598496636978,17.26165469230874
2018-12-18,15.173202734453609,17.277462510927894,15.078958696886568,17.24908075246667
2018-12-17,14.210579030570239,15.303080915589083,14.097503580739671,15.143015569257923
2018-12-16,13.705232289522685,14.562874596409365,13.6581039047809,14.214139224049188
2018-12-15,14.297877977691147,14.382987569138354,13.52352827032725,13.74087766943191
2018-12-14,13.575357034635962,15.434304455038411,13.463209440614444,14.051809872589375
2018-12-13,13.9001260780358,13.965681277233468,13.256431409334763,13.554917550979559
2018-12-12,13.761632687999038,14.350228238213615,13.509065407894266,13.910750650469144
2018-12-11,14.513174824087725,14.550840725026731,13.573576888646553,13.741495723907919
2018-12-10,16.373767095241465,16.541895896307576,14.580533052384258,14.61800941705954
2018-12-09,16.024542706681043,16.916381004961277,15.89312646509374,16.522117918341515
2018-12-08,16.225510504268104,16.574776419217898,15.414334377492311,16.14069426336439
2018-12-07,17.21648984247393,17.216495260627916,14.69482027967857,16.271794984520117
2018-12-06,17.657483304872724,18.456090791351272,17.10280509201867,17.131483193414343
2018-12-05,18.519124590659676,18.660136814083057,17.542737106067182,17.66530012644393
2018-12-04,18.153235024425413,19.257345974729294,17.97391529327493,18.606052343638567
2018-12-03,19.388682236265787,19.3893526185603,17.890685878101607,18.154487510721584
2018-12-02,19.482333106164685,20.217796843138853,19.180396801422173,19.416005590569977
2018-12-01,18.756323797833968,20.025094085978054,18.455198999793545,19.423311799793943
2018-11-30,20.462719671950303,20.60483962388141,18.302544657586115,18.79353710156067
2018-11-29,20.70272411371143,21.18700693801906,19.85784801677495,20.50329769209061
2018-11-28,18.809782875264556,21.959345131406295,18.809782875264556,20.612134669938843
2018-11-27,18.679812633523962,18.993390743950282,18.063232768786765,18.774700204221503
2018-11-26,20.395600698768668,20.81328221068398,17.843750609567767,18.678511916741297
2018-11-25,19.344367908970803,20.90771290882598,17.553666014067375,20.24391296068204
2018-11-24,21.77745481483424,22.06998777861941,18.861410785581633,19.31473336307986
2018-11-23,22.84822349754942,23.008883232948875,21.165274185926197,21.798821832980426
2018-11-22,24.556071319491426,25.01791388538946,22.864003688464237,22.86528267683426
2018-11-21,22.807184038882415,24.847424021499876,22.255266117256237,24.83666333783391
2018-11-20,24.199488210007623,25.150153333486294,21.13584641370244,22.450268638603873
2018-11-19,31.921045213629476,31.92144405173239,24.65014235561801,24.659697058734707
2018-11-18,31.361199646526778,32.4613118717603,31.073929213590386,31.973141734915824
2018-11-17,31.47067802226592,31.632731968592953,30.650795865803264,31.175118285484338
2018-11-16,32.78087817433633,33.04720847222989,30.564236554674117,31.344220765854008
2018-11-15,33.01164425005339,33.315824951450466,30.587688621201455,32.74541138643669
2018-11-14,37.06216298611567,37.44332119143975,32.182142158359675,32.92609584791684
2018-11-13,37.90373989079279,38.132468874395705,36.855850632209055,37.161164560834365
2018-11-12,37.695788541615826,38.64997812274812,36.96095014924588,38.11553665990608
2018-11-11,38.50806854041121,38.66057342750945,36.89694912919712,37.44064944159207
2018-11-10,38.7542279020825,39.19352953466895,37.52364088248615,38.52574253212361
2018-11-09,37.29564545719485,39.15108353235544,37.23772068131137,39.02621135159134
2018-11-08,38.78724049437082,38.920338408583575,37.09523447913459,37.09529348647338
2018-11-07,39.01202614107605,39.75433379956794,38.67924380371646,38.90775075070516
2018-11-06,37.787867793573156,39.212365510991965,37.63381955504654,39.21130351128086
2018-11-05,38.26989971160286,38.56456335324048,37.13888368626139,37.47154746979708
2018-11-04,38.366588003555115,38.442666121741766,37.034927111258675,38.32820835587019
2018-11-03,39.96462681242023,39.98362531155825,38.198898020748935,38.47420697300449
2018-11-02,38.36688643666449,40.06643456644395,38.2434473200584,39.97148343101553
2018-11-01,37.73790515837593,39.23788547678668,37.57652996417256,38.20306904542519
2018-10-31,38.037723224382276,38.18954793985542,37.32581758448028,37.7433254256763
2018-10-30,37.85452743275,39.09651685544704,37.57927470863233,37.826396697262
2018-10-29,41.86787678753447,41.94417950897773,37.662518999134655,37.93843806903202
2018-10-28,40.94684646860456,44.87672935880536,39.61995384553045,42.300299110532876
2018-10-27,41.109851697134054,41.62222943462702,40.578458382356246,40.579089760062175
2018-10-26,41.33717948810187,42.25008444326682,40.823582718111076,41.422655908857536
2018-10-25,45.02937559244659,45.02944268353652,41.041461001916296,41.33711020560315
2018-10-24,49.00488367570688,50.397833772449,43.178213414570344,45.51519269408802
2018-10-23,37.063380884046445,51.85036933288806,37.06334204243569,49.345347490237806
2018-10-22,36.30968062577806,37.34587760528868,36.005705757564115,36.62261129681913
2018-10-21,36.63987699650984,36.88828884779576,36.042208244198704,36.2602124615989
2018-10-20,36.27580027204333,36.58080247096608,35.89710944240837,36.512501951393226
2018-10-19,36.86680726336871,36.87752888955387,35.939863445975455,36.24222501005645
2018-10-18,37.52016621506265,37.52225092616878,36.18925085785182,36.776407313405564
2018-10-17,37.82126102980218,38.059258123925126,37.30599428613866,37.82010046050298
2018-10-16,37.53120789556291,39.546190400536936,36.89483341455611,38.28282640864293
2018-10-15,35.827649471967426,39.74650379543417,35.54874635402624,38.2418887240805
2018-10-14,36.27916357707318,36.97869821377857,35.61788804364718,35.81906877381469
2018-10-13,34.67572352632517,36.63749907854024,34.426615664579224,36.49360697786185
2018-10-12,34.913603147202245,36.521523994042326,34.247788509913875,34.47701368353936
2018-10-11,39.55085121491669,39.550860075652885,34.90259200105255,35.21823682402092
