Date	Weighted_Open	Weighted_Close	Weighted_Low	Weighted_High	Date
2018-02-18	90.05699822188429	78.94353565328885	78.94280718284834	90.36479424301017	736743.0
2018-02-19	78.3968861099615	81.7716433521294	78.29460793967026	86.49862958127159	736744.0
2018-02-20	80.44666606835148	73.73093772595278	70.63325000456845	82.69719707347694	736745.0
2018-02-21	73.55023467501934	69.0341556317191	67.88278653421327	75.83397048338415	736746.0
2018-02-22	68.44857424211848	66.25072466707341	64.8036107374148	72.21199966716834	736747.0
2018-02-23	66.38160590262896	69.831374127804	64.27070343137568	72.26336813476289	736748.0
2018-02-24	69.75681407074033	65.93833182690636	63.634705967284596	71.85026474125333	736749.0
2018-02-25	65.92246607057187	66.19773211439141	63.83601056155591	76.18396659732332	736750.0
2018-02-26	66.14768500521879	69.32376779488331	64.44079273751919	70.37027573591448	736751.0
2018-02-27	69.17059342132619	71.43698392874245	68.42712069962455	72.65021895830489	736752.0
2018-02-28	71.63918823803259	68.498177939902	67.07135702528424	74.73176881677956	736753.0
2018-03-01	68.74017898151219	73.32169824878586	68.03951775181983	74.47421166807766	736754.0
2018-03-02	72.62003455495675	74.23161242881379	71.43136336299891	77.08501964968757	736755.0
2018-03-03	73.54680929516229	73.61571952204613	72.62569587471313	75.75046981742769	736756.0
2018-03-04	73.09917184398444	73.437421851933	70.9406757830674	74.86742917809768	736757.0
2018-03-05	73.86671351310287	75.31863284268849	72.44895396222327	76.47173119883469	736758.0
2018-03-06	74.9167267281845	66.76412424040943	65.18860789804339	74.91680899241291	736759.0
2018-03-07	66.79062557678269	61.25827748628033	54.993878651765016	69.78010864965314	736760.0
2018-03-08	60.714876328868826	53.614890856098995	53.43162385991002	62.35051806328544	736761.0
2018-03-09	53.68212968386993	56.1810024139375	48.00161633262301	56.6598892046744	736762.0
2018-03-10	56.237078230898454	55.77186765527183	55.28490608050625	59.81353764335286	736763.0
2018-03-11	55.576154135682955	58.25015383307854	53.414512491302965	59.85269542236135	736764.0
2018-03-12	58.21254558118777	54.810309513349125	52.0321252319435	60.641810015119134	736765.0
2018-03-13	55.055760872923194	54.69727910988727	53.13729848908678	57.12101955864727	736766.0
2018-03-14	53.949828405258046	47.241849378062106	46.26331344285203	55.74373720448764	736767.0
2018-03-15	47.98006713113681	50.28969914828541	42.513300038990096	51.46488930851351	736768.0
2018-03-16	52.11740147775239	50.567668489962585	50.12009125509066	52.3880725881945	736769.0
2018-03-17	51.110936905529705	45.58951674609332	45.2880906681252	51.55306399195153	736770.0
2018-03-18	45.585455452080076	47.7416382590037	41.639611811929264	48.79642322432935	736771.0
2018-03-19	47.206714762626	49.257312186520906	46.312945622426426	50.45201405682098	736772.0
2018-03-20	49.75445669403274	49.38825221475671	47.18898545123044	51.21136956189498	736773.0
2018-03-21	49.443913105801016	48.65480637119617	48.18498460355838	51.32245017762699	736774.0
2018-03-22	48.556407750377524	47.39761273785768	46.189723958457186	50.58832442143648	736775.0
2018-03-23	46.826939933016824	48.79007261694096	45.18018835678147	48.79020144700935	736776.0
2018-03-24	49.952301170921636	47.98956160690291	47.58956925775806	51.580717736972304	736777.0
2018-03-25	47.28523420978543	46.96965523898975	46.77226399920457	49.924280281609484	736778.0
2018-03-26	46.990185688894755	44.84246850385924	43.06677191215699	47.613336988163994	736779.0
2018-03-27	44.63895127867744	42.60829712330598	42.40268349136834	45.25145968099948	736780.0
2018-03-28	42.48376049235929	43.27046222697085	42.28933748311264	44.09396871725119	736781.0
2018-03-29	42.94007908570704	37.01098959759155	36.01009473752947	43.11545956089597	736782.0
2018-03-30	37.117969107058336	35.6042741357288	34.345534603697395	37.71668019491184	736783.0
2018-03-31	35.28078938437612	36.11059946154091	35.28068054770606	37.51847868054344	736784.0
2018-04-01	36.200897692314925	35.77286378179774	33.88903424538825	36.76503951224845	736785.0
2018-04-02	36.01211658007842	38.05293556049185	35.77524882430052	38.1991883232633	736786.0
2018-04-03	38.25278640672027	43.00254493426106	37.94160579912592	43.15821010427811	736787.0
2018-04-04	43.004487469255004	38.676120626660854	37.99106212884299	43.07762319253517	736788.0
2018-04-05	38.67640285491139	39.91964332979319	37.171317199284395	40.278410945489746	736789.0
2018-04-06	39.5979785896488	39.98243170240089	38.36736310722574	41.340756632532596	736790.0
2018-04-07	40.39961884500955	45.892160891755395	40.261817736933736	46.52641295803497	736791.0
2018-04-08	45.903622112094205	45.69282713148103	45.279785911895466	47.096743747598005	736792.0
2018-04-09	45.44259909252083	43.88328624943549	43.16457348095295	48.03599772389564	736793.0
2018-04-10	44.049744183827066	46.45524905958009	43.16638222059938	46.619253875737975	736794.0
2018-04-11	46.19902900385111	47.52476698119432	45.96291315578497	48.495375332877074	736795.0
2018-04-12	47.544049852585246	55.90917134308096	47.1888998973488	56.14694014943946	736796.0
2018-04-13	55.51826816997728	52.667171351680125	52.008735020651876	56.418674893610834	736797.0
2018-04-14	53.05347951311368	54.117814667464074	52.38313448904845	54.99495141812687	736798.0
2018-04-15	54.16808882276473	58.165865002073765	54.1609160300614	60.456877229910525	736799.0
2018-04-16	58.213375531577476	56.97011444152718	55.81129987138864	58.843693598973346	736800.0
2018-04-17	56.67540050584992	55.43005642588239	55.33107914297442	57.71877504746456	736801.0
2018-04-18	56.00133974620049	57.192377797233185	55.6717216467892	58.43074788798755	736802.0
2018-04-19	56.498371614007496	56.94634224851977	55.526904028466916	57.61435992479541	736803.0
2018-04-20	57.66072891827179	61.500204882428584	57.383845164257444	61.986027813104116	736804.0
2018-04-21	61.70596587314806	62.55945517358286	60.41114678647595	63.145369743826826	736805.0
2018-04-22	62.89960144003182	60.20827980401262	59.843879800762494	62.89989696310987	736806.0
2018-04-23	59.89351300037494	61.19849734558802	59.5862753349557	62.33415164473708	736807.0
2018-04-24	60.65252863937041	69.84789502049348	60.62827921891143	71.66318866188229	736808.0
2018-04-25	70.39798390392471	72.49784275450429	68.31116976130578	130.879427268289	736809.0
2018-04-26	72.80019027084047	79.47419965791609	70.18060259922117	79.47424777387623	736810.0
2018-04-27	80.74788213157194	79.06080645963341	77.9071231164056	85.12575235138287	736811.0
2018-04-28	78.56973264865888	81.95371959563812	78.31399130289348	82.68227914727	736812.0
2018-04-29	81.92140655889636	78.76392424847404	77.03845497884699	83.91208740684016	736813.0
2018-04-30	78.44844992766521	78.27376379090799	74.99718596965171	79.07074317080432	736814.0
2018-05-01	80.10559228257307	77.70289192275982	74.12309883154168	80.10560714347355	736815.0
2018-05-02	76.54736908221967	76.65327120366302	73.96889905218937	77.39650068299622	736816.0
2018-05-03	77.25605714279787	79.4329977213697	74.64907453021142	79.85077006100454	736817.0
2018-05-04	79.77128595366142	87.10136220775743	78.03258906411855	107.60891511466377	736818.0
2018-05-05	86.8036315209417	82.85416652634373	82.57046396496767	86.80405774077185	736819.0
2018-05-06	82.95027238396888	81.75096382520276	78.17691112264896	83.91986594817286	736820.0
2018-05-07	82.49789483532444	84.32745250250208	79.63864075524393	86.6688221902416	736821.0
2018-05-08	83.57422319951264	81.31554182941446	79.80193307946278	83.68224484196875	736822.0
2018-05-09	81.91392357077076	81.62466056311699	78.6449669565217	83.83894594838016	736823.0
2018-05-10	80.97824758022679	82.78074088060896	80.29947771743531	85.5529759617501	736824.0
2018-05-11	83.27521965330784	82.70061714104162	76.48430002337254	91.2297655967303	736825.0
2018-05-12	82.23539299143886	81.71882704527427	77.75574120195868	84.38807032288418	736826.0
2018-05-13	81.82209965888123	87.20147211772945	79.96219417486734	88.75199501262908	736827.0
2018-05-14	89.4156323873738	98.97423290189877	84.86628641365004	98.97606060266642	736828.0
2018-05-15	96.71432908150584	93.62780574808663	91.50998585282589	98.0149170015813	736829.0
2018-05-16	93.65615113749503	89.08339522938807	84.52962554991693	93.65616581645216	736830.0
2018-05-17	88.19756587074883	89.04795316044907	88.19752983037276	94.62234778971435	736831.0
2018-05-18	89.20242270475981	100.1844901713369	85.08593233400927	101.97080432055773	736832.0
2018-05-19	100.1850209575763	103.05635672333564	98.48972664289367	104.6555530816378	736833.0
2018-05-20	103.04542667487546	106.50106957459977	101.4548870381855	112.9271426663108	736834.0
2018-05-21	105.9850494210564	111.70511156705014	103.6319761873124	113.70437802878156	736835.0
2018-05-22	111.3419353464621	104.76521994618307	103.61935977242692	111.34792951805977	736836.0
2018-05-23	104.6361991690872	98.81336935723479	97.17161775980213	108.35197657108142	736837.0
2018-05-24	98.81026899384324	98.58119899524371	93.04949798384865	104.58125729020688	736838.0
2018-05-25	97.99856262565996	96.27439341426025	93.07479503831725	99.80732233483805	736839.0
2018-05-26	95.10022928703609	87.18293796931884	86.76699568658705	96.6319871159056	736840.0
2018-05-27	87.11383150827805	86.89661068853168	81.72684193082698	91.65320243925939	736841.0
2018-05-28	86.8980358232517	85.00421389393884	81.0383220572585	88.6776196238957	736842.0
2018-05-29	85.17569239021952	88.60440159040375	81.25524244748428	90.55532083357939	736843.0
2018-05-30	88.38449650924586	84.98285631795018	83.23716271677444	88.56621987965497	736844.0
2018-05-31	85.10865837818882	88.38300281825012	84.0800549720948	88.64877457265558	736845.0
2018-06-01	88.4582871580087	90.82608687988052	87.79781159682923	92.76152370882221	736846.0
2018-06-02	91.26236673177804	97.00787245698544	91.12973593585029	98.52245435137141	736847.0
2018-06-03	96.5917312025203	93.32608009001783	92.46681801610835	96.71471968929335	736848.0
2018-06-04	93.96754224531236	94.73306245241862	88.70914550765735	95.8997773158421	736849.0
2018-06-05	95.21583112847362	96.22274798343508	90.23724771856119	97.36539677751814	736850.0
2018-06-06	95.46224248480125	95.05938279823738	92.1174717749286	96.50523951965995	736851.0
2018-06-07	95.58060714020719	101.76635707916891	93.88996162663797	102.2981159345468	736852.0
2018-06-08	101.30217589874162	103.13165157072639	96.77818681143826	103.34066707660412	736853.0
2018-06-09	102.99479121658737	98.2172231335431	98.2172231335431	104.1325588175628	736854.0
2018-06-10	98.33688616224646	88.18628724034816	87.49219877291696	98.33706818198004	736855.0
2018-06-11	87.98642634645906	90.30390066481131	87.35249102978094	91.12695322370885	736856.0
2018-06-12	89.78693865598615	81.82745067258686	80.76995890062024	90.10794931539019	736857.0
2018-06-13	82.69995423906744	82.23336418482837	81.07208547617012	90.03704610264029	736858.0
2018-06-14	82.25872671904048	94.7892766228521	81.53222091584036	94.81798887625537	736859.0
2018-06-15	94.59073029777863	86.76686862129978	86.36652870405513	94.82898410227054	736860.0
2018-06-16	86.1926993188764	85.9358072723534	84.19334682756536	87.82095979724808	736861.0
2018-06-17	85.85720334584954	86.89543374820536	85.61926923534057	92.26093482594463	736862.0
2018-06-18	86.4938797332227	89.1084427246679	85.02056055368517	91.20903519984348	736863.0
2018-06-19	89.15763069662064	88.55652360654571	87.51831160160513	90.39592153583042	736864.0
2018-06-20	87.85777077441304	86.57316377968888	83.75885573004243	87.86966962345466	736865.0
2018-06-21	87.05761953970199	85.99980468705544	85.3307346077275	88.3418680907682	736866.0
2018-06-22	85.65258361177385	73.78644435466406	72.1036325296833	86.45119901995818	736867.0
2018-06-23	73.76055887102821	69.37946914136327	67.09418519638052	75.21862890645947	736868.0
2018-06-24	68.61726231163007	69.86032604040358	61.38471359624346	70.94899670133869	736869.0
2018-06-25	69.85857201499205	70.78545916303534	65.51444840035667	72.00466422405646	736870.0
2018-06-26	70.0645216980368	67.27242653888311	66.00196840321578	70.7616052615865	736871.0
2018-06-27	67.02952385419314	65.45973043110439	63.47727370461158	67.4146886569033	736872.0
2018-06-28	65.10415026038172	56.556206044311345	56.44377537385174	65.38661968083562	736873.0
2018-06-29	57.01525724362343	65.87900356279916	54.64592488535219	67.70096500362737	736874.0
2018-06-30	64.4040889603568	62.60047450676251	62.17805157377375	65.14324670260538	736875.0
2018-07-01	62.84378703665392	64.12494321689826	60.4732845455575	64.91309334988196	736876.0
2018-07-02	63.74880310419624	66.07992965896528	61.69935909136951	67.68103981186691	736877.0
2018-07-03	65.64584555574953	65.43165340865514	63.80261651511509	67.06840050787429	736878.0
2018-07-04	65.07517020306234	64.57132556202248	63.40318601354923	66.76552439376391	736879.0
2018-07-05	64.89110362856324	62.35723998707276	61.51296407323087	65.45015083927814	736880.0
2018-07-06	60.67448424261808	61.44041420031409	56.96232530694324	63.71902803976105	736881.0
2018-07-07	61.98991599149438	60.907426319173794	58.734819735468925	62.20344782706816	736882.0
2018-07-08	60.261465859634804	58.31292107661426	57.96838079313913	60.81789572251542	736883.0
2018-07-09	58.719828607201755	58.30766711863659	57.1922187799647	59.41628065673191	736884.0
2018-07-10	57.57067973848174	53.90951238136767	52.79432681910368	58.17057612848383	736885.0
2018-07-11	53.917772789220436	55.239309973395734	53.596792550677414	56.144959819730225	736886.0
2018-07-12	55.243132038408355	52.994399514128325	51.81413995733307	55.47541787021985	736887.0
2018-07-14	54.028562058581116	54.43696278492091	52.68850233504582	54.575955359053275	736889.0
2018-07-15	54.46537923373712	59.87613733940038	54.209503244934446	60.371344854099526	736890.0
2018-07-16	59.87713680101087	67.686761373746	58.85634521232541	67.68676923107881	736891.0
2018-07-17	67.47052062088727	72.20781803542154	64.49599972063544	72.91749066450164	736892.0
2018-07-18	71.42651652228992	68.13458064303171	67.14091114970238	72.77366286211483	736893.0
2018-07-19	67.74225695929957	68.88290505263925	66.81038368135405	72.27763826584183	736894.0
2018-07-20	68.58784406302168	68.26898668877134	66.58558504503802	69.83890361356364	736895.0
2018-07-21	68.60010307761394	68.40757711762069	67.5550180428141	69.8028606289665	736896.0
2018-07-22	68.45165272969616	66.31164366769208	65.18479639174868	69.13376854031337	736897.0
2018-07-23	66.13241539006414	64.27843812223996	63.95687973365584	67.59062446703105	736898.0
2018-07-24	63.97446022594147	63.0441257758449	58.97240473531321	66.84615080124797	736899.0
2018-07-25	62.02649291373224	62.526051711263186	60.246381004836756	64.13687522820467	736900.0
2018-07-26	62.75542865984337	60.57216951825999	59.78829625997011	63.00133177221424	736901.0
2018-07-27	60.66229178120336	60.209224804055374	57.25316945883008	61.42000696988437	736902.0
2018-07-28	60.27579375270081	60.36181918190126	59.03483116004887	61.19814671461041	736903.0
2018-07-29	61.667769940965314	60.72420645569471	59.79216516851782	61.915054949650056	736904.0
2018-07-30	59.337126674324914	56.26655899548204	54.74663723338211	59.73496561993933	736905.0
2018-07-31	56.161187610883445	52.74551450377485	52.31440597196629	56.16135173188117	736906.0
2018-08-01	52.69016199349201	53.616405321616874	50.78725719201748	53.663669085618665	736907.0
2018-08-02	53.75243627061691	50.34178840695203	50.34090825631262	55.76240600898699	736908.0
2018-08-03	50.637399310374335	51.9869002941346	48.501367334756665	53.0172389710972	736909.0
2018-08-05	47.77183606518524	47.24096478050256	47.022931003036106	48.76700673264754	736911.0
2018-08-06	47.18524710732335	47.04303375009696	45.98375974319818	48.71741996204403	736912.0
2018-08-07	46.868167681929854	44.688933218536945	44.55611131990896	48.08660939040034	736913.0
2018-08-08	45.25948698326774	43.14955921440676	40.41177372550332	45.25950012463657	736914.0
2018-08-09	42.44286023081711	44.78470186579155	40.44404305632657	45.28679795524547	736915.0
2018-08-10	44.88513197797279	40.35197807986754	39.971815602772054	44.885211456044274	736916.0
2018-08-11	40.529074909079306	40.891457064448524	39.46844753508908	41.83876015275615	736917.0
2018-08-12	40.12861642571946	38.75111393472245	38.5791072327617	40.30994614049933	736918.0
2018-08-13	38.63563085085721	36.189882544789455	36.18952412072114	39.001349065889194	736919.0
2018-08-14	36.778837377405026	37.86418347993969	31.075699834633017	37.86577736355097	736920.0
2018-08-15	37.26820444658998	35.2175866204327	34.537320045132496	38.41032847421174	736921.0
2018-08-16	35.055742055016495	35.70590740072412	34.64850043064234	36.459847081209986	736922.0
2018-08-17	35.663615482772606	40.10560764101482	35.66173434089102	40.22850007894089	736923.0
2018-08-18	40.20966875252505	37.328256300624474	35.817029657504094	41.22665680555901	736924.0
2018-08-19	37.38616078156082	38.203071990650706	36.41738465767257	38.70645158799442	736925.0
2018-08-20	37.964168300754295	34.83563707487198	34.63663209758964	38.512244580072675	736926.0
2018-08-21	34.882790065511884	35.89561792439796	34.64514762040274	36.28488920901318	736927.0
2018-08-22	35.84894675535622	34.458310423568236	34.09874270839766	37.53353173356407	736928.0
2018-08-23	34.29914081008329	35.04173448459942	34.12867581962108	35.13588414713937	736929.0
2018-08-24	35.24653660222173	38.521471173226516	33.15980077916381	38.76694012314489	736930.0
2018-08-25	38.46209526853148	37.76261651220491	36.4965915113885	38.73609934696845	736931.0
2018-08-26	37.41877057211972	35.948156341544355	34.90581552231698	37.43902549322978	736932.0
2018-08-27	35.65695164044845	37.57048924784157	35.115114062267025	37.57114996458776	736933.0
2018-08-28	37.96731024168107	38.717112945051795	37.67330988557382	39.33882954378503	736934.0
2018-08-29	38.8823263579963	39.239669937568905	38.22140519883847	41.49344889082204	736935.0
2018-08-30	39.438454248003374	40.11931184824921	37.68731403390235	41.49214935639467	736936.0
2018-08-31	40.152205198069844	40.44540287837594	39.348029906757766	40.49282608445692	736937.0
2018-09-01	40.314033124494415	42.18231541464796	40.134638893871056	42.682661875857804	736938.0
2018-09-02	42.1715366265895	41.766265448171275	39.984522320841315	42.294515971629835	736939.0
2018-09-03	42.07910998752561	40.488891912426986	40.46040428814363	42.17418484591038	736940.0
2018-09-04	40.58723714055805	40.74825650528109	40.19982635391331	41.30604153778127	736941.0
2018-09-05	40.528583274542065	35.018608492894295	35.01859485992341	41.037330315323366	736942.0
2018-09-06	35.523751020054846	35.16685220610988	32.85555984272286	35.54268999634775	736943.0
2018-09-07	35.30593965024461	36.06016210787702	34.3154691603309	38.42752027556698	736944.0
2018-09-08	35.96829960870892	33.2313114945892	32.91148348394711	37.14392579749907	736945.0
2018-09-09	33.455157442343314	35.17851951505996	33.454898362741915	36.31540032989231	736946.0
2018-09-10	35.30244170429861	34.53545652042027	33.65512947469829	35.71922533131509	736947.0
2018-09-11	34.51616230567567	33.90117166168348	32.5104578977903	35.72713982072328	736948.0
2018-09-12	33.82476134947314	32.768761650150985	32.212380812527606	33.881481373554934	736949.0
2018-09-13	32.81984550262254	35.13309821156581	32.71597905810289	35.331343031365996	736950.0
2018-09-14	35.389724950228185	36.51116926641478	34.78946156701579	39.09005797842683	736951.0
2018-09-15	36.23623803701867	36.69237495308601	35.27701414358747	36.920340241006265	736952.0
2018-09-16	36.572661781733714	35.966288146472216	35.39729543944625	36.57293865256199	736953.0
2018-09-17	35.90986358307656	34.35742195097965	34.30977629001336	35.97633146015307	736954.0
2018-09-18	34.469732573812315	34.421970473026576	33.63476424471265	35.39920077106606	736955.0
2018-09-19	33.969683856453315	34.00810902480353	33.21995676421107	34.46746794158561	736956.0
2018-09-20	34.16569535086874	34.53177616436363	33.7236796541628	34.96518889371079	736957.0
2018-09-21	34.407535247799544	35.94340665333053	33.98653545364889	36.139902672665166	736958.0
2018-09-22	36.156882565903786	35.57352420678571	34.41009837111549	36.45730958270329	736959.0
2018-09-23	35.91022097114353	36.63671163603391	35.4855052848626	36.73120175557609	736960.0
2018-09-24	36.70926360950921	35.690863032809844	35.31371079561463	36.94512286651556	736961.0
2018-09-25	35.68038600753251	34.87802912635781	34.09466457800397	35.680532562245155	736962.0
2018-09-26	34.93820666211493	35.0607939192429	34.029201983328186	35.37367600772061	736963.0
2018-09-27	35.01604618305862	36.51746754042204	34.7990017456603	36.781836374001635	736964.0
2018-09-28	36.54945325311734	36.64379578068088	36.275525937405845	37.42785841409304	736965.0
2018-09-29	36.62266542009155	36.92500153389564	35.87602537801179	37.05732115944504	736966.0
2018-10-01	36.95312174017312	36.41602591540676	36.01035145083109	37.56638753690179	736968.0
2018-10-02	36.39861749017253	36.72926716358918	36.077196011263105	36.928059743496405	736969.0
2018-10-03	36.8234317463583	36.558352326832285	35.744363955691384	36.94642466949651	736970.0
2018-10-05	39.11216771203181	39.78547942107146	38.79958642808805	40.13594497145072	736972.0
2018-10-06	39.756952535275644	38.5271307383198	38.17605327505328	39.91777777110001	736973.0
2018-10-07	38.19283210238267	37.453866898739236	37.11690240022597	38.529829967342096	736974.0
2018-10-08	38.13889003844503	41.92974335012099	38.052726419342356	42.30103117733919	736975.0
2018-10-09	42.36880963791704	39.406443132326324	38.601114866295795	43.97991640189524	736976.0
2018-10-10	39.21319516285875	39.64380900001241	38.23694422236445	40.18986667685641	736977.0
2018-10-11	39.55085121491669	35.21823682402092	34.90259200105255	39.550860075652885	736978.0
2018-10-12	34.913603147202245	34.47701368353936	34.247788509913875	36.521523994042326	736979.0
2018-10-13	34.67572352632517	36.49360697786185	34.426615664579224	36.63749907854024	736980.0
2018-10-14	36.27916357707318	35.81906877381469	35.61788804364717	36.97869821377857	736981.0
2018-10-15	35.827649471967426	38.241888724080496	35.54874635402624	39.74650379543417	736982.0
2018-10-16	37.53120789556291	38.28282640864293	36.89483341455611	39.546190400536936	736983.0
2018-10-17	37.82126102980219	37.82010046050298	37.30599428613866	38.05925812392513	736984.0
2018-10-18	37.52016621506265	36.776407313405564	36.18925085785181	37.52225092616878	736985.0
2018-10-19	36.86680726336871	36.24222501005646	35.939863445975455	36.87752888955387	736986.0
2018-10-20	36.275800272043334	36.512501951393226	35.89710944240837	36.58080247096608	736987.0
2018-10-21	36.63987699650984	36.2602124615989	36.042208244198704	36.88828884779576	736988.0
2018-10-22	36.30968062577806	36.62261129681913	36.005705757564115	37.34587760528868	736989.0
2018-10-23	37.063380884046445	49.34534749023781	37.06334204243569	51.85036933288806	736990.0
2018-10-24	49.00488367570688	45.51519269408802	43.178213414570344	50.397833772449	736991.0
2018-10-25	45.02937559244659	41.33711020560316	41.041461001916296	45.02944268353653	736992.0
2018-10-26	41.33717948810187	41.42265590885753	40.823582718111076	42.25008444326682	736993.0
2018-10-27	41.109851697134054	40.579089760062175	40.57845838235624	41.62222943462702	736994.0
2018-10-28	40.94684646860456	42.30029911053287	39.61995384553045	44.87672935880536	736995.0
2018-10-29	41.86787678753448	37.93843806903202	37.662518999134655	41.94417950897773	736996.0
2018-10-30	37.85452743275	37.826396697262	37.57927470863233	39.09651685544705	736997.0
2018-10-31	38.03772322438227	37.7433254256763	37.32581758448028	38.18954793985542	736998.0
2018-11-01	37.73790515837593	38.20306904542518	37.57652996417256	39.23788547678667	736999.0
2018-11-02	38.36688643666449	39.97148343101552	38.2434473200584	40.06643456644396	737000.0
2018-11-03	39.96462681242023	38.474206973004485	38.19889802074893	39.98362531155825	737001.0
2018-11-04	38.366588003555115	38.32820835587019	37.034927111258675	38.442666121741766	737002.0
2018-11-05	38.26989971160286	37.47154746979708	37.13888368626139	38.56456335324048	737003.0
2018-11-06	37.787867793573156	39.21130351128086	37.63381955504654	39.212365510991965	737004.0
2018-11-07	39.01202614107605	38.90775075070516	38.67924380371647	39.75433379956793	737005.0
2018-11-08	38.78724049437082	37.09529348647339	37.09523447913459	38.920338408583575	737006.0
2018-11-09	37.29564545719485	39.02621135159134	37.23772068131137	39.15108353235544	737007.0
2018-11-10	38.7542279020825	38.52574253212361	37.52364088248615	39.19352953466895	737008.0
2018-11-11	38.508068540411216	37.44064944159208	36.89694912919712	38.66057342750945	737009.0
2018-11-12	37.695788541615826	38.11553665990608	36.96095014924589	38.64997812274812	737010.0
2018-11-13	37.90373989079279	37.161164560834365	36.855850632209055	38.132468874395705	737011.0
2018-11-14	37.06216298611567	32.92609584791684	32.18214215835967	37.44332119143975	737012.0
2018-11-15	33.01164425005339	32.74541138643669	30.587688621201455	33.315824951450466	737013.0
2018-11-16	32.78087817433632	31.344220765854008	30.564236554674117	33.04720847222989	737014.0
2018-11-17	31.470678022265922	31.175118285484338	30.650795865803264	31.63273196859296	737015.0
2018-11-18	31.361199646526778	31.973141734915824	31.073929213590386	32.4613118717603	737016.0
2018-11-19	31.921045213629476	24.659697058734707	24.65014235561801	31.92144405173239	737017.0
2018-11-20	24.199488210007623	22.450268638603877	21.13584641370244	25.150153333486294	737018.0
2018-11-21	22.807184038882415	24.83666333783391	22.255266117256237	24.847424021499876	737019.0
2018-11-22	24.556071319491426	22.86528267683426	22.864003688464237	25.017913885389465	737020.0
2018-11-23	22.848223497549416	21.798821832980426	21.165274185926197	23.008883232948875	737021.0
2018-11-24	21.77745481483424	19.31473336307986	18.861410785581633	22.06998777861941	737022.0
2018-11-25	19.344367908970806	20.24391296068204	17.553666014067375	20.90771290882598	737023.0
2018-11-26	20.395600698768668	18.678511916741297	17.843750609567767	20.813282210683983	737024.0
2018-11-27	18.679812633523966	18.774700204221503	18.063232768786765	18.993390743950282	737025.0
2018-11-28	18.809782875264556	20.612134669938843	18.809782875264556	21.959345131406295	737026.0
2018-11-29	20.70272411371143	20.50329769209061	19.85784801677495	21.18700693801906	737027.0
2018-11-30	20.462719671950303	18.79353710156067	18.302544657586118	20.60483962388141	737028.0
2018-12-01	18.756323797833968	19.423311799793943	18.455198999793545	20.02509408597805	737029.0
2018-12-02	19.482333106164685	19.416005590569977	19.180396801422173	20.217796843138853	737030.0
2018-12-03	19.388682236265787	18.154487510721584	17.890685878101607	19.3893526185603	737031.0
2018-12-04	18.15323502442541	18.606052343638567	17.973915293274935	19.25734597472929	737032.0
2018-12-05	18.519124590659676	17.66530012644393	17.542737106067182	18.660136814083053	737033.0
2018-12-06	17.657483304872724	17.131483193414347	17.102805092018674	18.456090791351272	737034.0
2018-12-07	17.21648984247393	16.271794984520117	14.69482027967857	17.216495260627916	737035.0
2018-12-08	16.225510504268104	16.14069426336439	15.414334377492311	16.5747764192179	737036.0
2018-12-09	16.024542706681043	16.52211791834151	15.89312646509374	16.916381004961277	737037.0
